,Agent#,Time Period,Battery Charge (kWh),Grid Export (kWh),Grid Household Load (kWh),Battery Discharge (kWh),Solar Output (kWh),Grid Import (kWh),SolarUsed,LoadUsed,Social Welfare (R),Cost Batt Discharge (R),Cost Batt Charge (R)
0,agent1,0,-0.47999999996549986,-9.201528428093297e-13,-0.3,2.424465405556743e-11,0.0,0.6039514041815659,,,0.3400341495429602,1.2700000000126996,1.2500000000129374
1,agent2,0,-0.47999989779947766,-2.0342838524811668e-11,-0.76,1.8221810358476217e-10,0.0,0.60395285328738,,,0.7842321824854637,1.2700000003644363,1.0799984681340222
2,agent3,0,0.0,0.0,-0.1,0.0,0.0,0.6039594963078685,,,-0.5171753969270819,0.0,0.0
3,agent4,0,-0.3899999999957655,-4.014566457044566e-13,-0.4,7.508273711797693e-12,0.0,0.6000654296727576,,,0.3525323643540783,1.350000000005437,1.3599993000008685
4,agent5,0,0.0,0.0,-0.11,0.0,0.0,0.6078346394173301,,,-0.5091623894931465,0.0,0.0
5,agent1,1,-0.019999999246816523,-7.629452625224076e-12,-0.22,1.0577821083059061e-09,0.0,0.2405896516589977,,,0.016362061721301308,1.130000000634669,1.230000015440261
6,agent2,1,-0.039999999612696846,-5.453415496958769e-12,-0.23,5.3018171192339706e-11,0.0,0.24058690095688198,,,0.05516489861894533,1.33000000003335,1.210000004066683
7,agent3,1,0.0,0.0,-0.12,0.0,0.0,0.2381498767941766,,,-0.11761741695792592,0.0,0.0
8,agent4,1,0.0,-9.627854069549358e-13,-0.45,2.2283167245996353e-11,0.0,0.23560451571371535,,,0.23726051129369047,1.3100000000109802,1.65
9,agent5,1,0.0,0.0,-0.11,0.0,0.0,0.2356061418182986,,,-0.12654111977483237,0.0,0.0
10,agent1,2,0.0,-2.6005864128819667e-12,-0.27,2.0152638694303873e-10,0.0,0.17405937157903695,,,0.10901488180766722,1.190000000089911,1.43
11,agent2,2,0.0,-4.625633209798252e-12,-0.12,1.0278203470903682e-09,0.0,0.17088594520608913,,,-0.04926471165280401,1.150000000849072,1.46
12,agent3,2,0.0,0.0,-0.09,0.0,0.0,0.17720542010867446,,,-0.08577707026617046,0.0,0.0
13,agent4,2,0.0,-2.744471316873387e-12,-0.28,2.1611347820890766e-10,0.0,0.1708628879934986,,,0.1219591138996381,1.2100000001580524,1.68
14,agent5,2,0.0,0.0,-0.11,0.0,0.0,0.17721674822404554,,,-0.0643887775263958,0.0,0.0
15,agent1,3,0.0,-1.8474111129762605e-13,-0.31,1.3087416642875167e-11,0.0,0.3640216213451373,,,-0.044453988298562286,1.2600000000061589,1.54
16,agent2,3,0.0,-1.4033219031261979e-13,-0.13,2.0023717455471798e-11,0.0,0.36402864746042474,,,-0.23706124117246868,1.210000000005804,1.43
17,agent3,3,0.0,0.0,-0.66,0.0,0.0,0.36225025423484974,,,0.3312569864642321,0.0,0.0
