,Agent#,Time Period,Battery Charge (kWh),Grid Export (kWh),Grid Household Load (kWh),Battery Discharge (kWh),Solar Output (kWh),Grid Import (kWh),SolarUsed,LoadUsed,Social Welfare (R),Cost Batt Discharge (R),Cost Batt Charge (R)
0,agent1,0,-0.38999999999519214,-1.1723955140041653e-13,-0.27,5.671529436852992e-12,0.0,0.45593181779868747,,,0.38510661228994314,1.3400000000046588,1.3400014000028355
1,agent2,0,-0.36999999998116545,-6.004086117172847e-13,-0.29,1.3975546895829364e-10,0.0,0.455931738552151,,,0.35705629073571454,1.2000000001397555,1.279999500012217
2,agent3,0,0.0,0.0,-0.1,0.0,0.0,0.45348596363150323,,,-0.36251669654742014,0.0,0.0
3,agent4,0,-0.3899999998727988,-5.240252676230739e-13,-0.36,7.076989207096979e-11,0.0,0.4589504699712471,,,0.4539957140535361,1.240000000078091,1.209998800117417
4,agent5,0,0.0,0.0,-0.11,0.0,0.0,0.4559414289053925,,,-0.35355343110067516,0.0,0.0
5,agent1,1,-0.009999999907236403,-1.9385382188374933e-11,-0.29,6.458298640352829e-08,0.0,0.2146147713997291,,,0.10233692471445521,1.080000047916701,1.3400000016697446
6,agent2,1,-0.029999999690223975,-5.027089855502709e-12,-0.24,2.7239596964535463e-10,0.0,0.21725624668844973,,,0.07156140552780937,1.170000000131657,1.190000002168432
7,agent3,1,0.0,0.0,-0.1,0.0,0.0,0.2162202530641263,,,-0.11635380081366432,0.0,0.0
8,agent4,1,-0.00999999975205596,-2.3085533484845655e-11,-0.29,2.373739023876904e-09,0.0,0.2146148218383981,,,0.1021869292374662,1.1100000013108737,1.290000006198601
9,agent5,1,0.0,0.0,-0.11,0.0,0.0,0.2172241589815286,,,-0.10638125522428739,0.0,0.0
10,agent1,2,0.0,-1.5916157281026244e-12,-0.26,6.367287004207559e-11,0.0,0.20158121357090045,,,0.07038853754647512,1.2300000000202136,1.52
11,agent2,2,0.0,-1.6360246490876307e-12,-0.14,4.907405379921136e-11,0.0,0.20004018106591653,,,-0.056935606154906726,1.2600000000197764,1.64
12,agent3,2,0.0,0.0,-0.1,0.0,0.0,0.200044868323817,,,-0.099740392431993,0.0,0.0
13,agent4,2,0.0,-5.526246127374179e-12,-0.39,3.5839414274381686e-09,0.0,0.19846479014957438,,,0.2116499858843287,1.1200000033039281,1.58
14,agent5,2,0.0,0.0,-0.11,0.0,0.0,0.20004604019837685,,,-0.08904160616756254,0.0,0.0
15,agent1,3,0.0,-1.3212542171459063e-11,-0.27,4.182556696881337e-08,0.0,0.32387030691070234,,,-0.04449255004181599,1.0800000230341764,1.6
16,agent2,3,0.0,-3.703704010149522e-12,-0.12,5.067750276050866e-09,0.0,0.31999296856391624,,,-0.20230313182515214,1.100000003257854,1.65
