,Agent#,Time Period,Battery Charge (kWh),Grid Export (kWh),Grid Household Load (kWh),Battery Discharge (kWh),Solar Output (kWh),Grid Import (kWh),SolarUsed,LoadUsed,Social Welfare (R),Cost Batt Discharge (R),Cost Batt Charge (R)
36,agent2,7,0.0,-1.4587442365154857e-11,-0.22,0.6699999999747946,0.55,0.8719591036242705,,,-3.7900796009832107,1.5500002999853282,1.48
37,agent3,7,0.0,0.0,-2.15,0.0,0.0,0.872684849809476,,,-0.81883022344892,0.0,0.0
38,agent4,7,0.0,-1.3466561199493299e-11,-2.48,0.6799999999780708,0.55,0.8715041710968495,,,-1.3231386452467522,1.419998399990003,1.71
39,agent5,7,0.0,0.0,-0.91,0.0,0.0,0.8719801658778868,,,-2.1440045271524597,0.0,0.0
40,agent1,8,-2.73188915933531e-10,-1.6703971539300255e-10,-3.98,0.029999999838800955,0.79,0.8593721137170938,,,1.1419109032098937,1.5900000984417422,1.6399999998335268
41,agent2,8,-2.7755575615628914e-13,-1.723066134218243e-13,-0.13,0.029999999999804756,0.79,0.8584453960642625,,,-2.9749598110586217,1.6499998999972014,1.6099999999997807
42,agent3,8,0.0,0.0,-0.12,0.0,0.0,0.8593701363368842,,,-2.9449331300490185,0.0,0.0
43,agent4,8,-3.819040639285731e-10,-2.405791121873335e-10,-2.23,0.019999999704677744,0.79,0.8618336571872864,,,-0.7237693558152465,1.7099999945365383,1.479999999837981
44,agent5,8,0.0,0.0,-0.29,0.0,0.0,0.8608261462782736,,,-2.7664521086309386,0.0,0.0
45,agent1,9,-6.67021993194794e-13,-4.4941828036826337e-13,-0.65,0.009999999999372292,0.94,0.6019653276121475,,,-1.470034897746232,1.3999999999905843,1.3699999999997128
46,agent2,9,-7.216449660063518e-13,-4.4231285301066237e-13,-1.88,0.00999999999938861,0.94,0.6027021446425632,,,-0.15617547480575844,1.439999999992052,1.619999999999724
47,agent3,9,0.0,0.0,-0.1,0.0,0.0,0.6019662412705955,,,-2.045288539772343,0.0,0.0
48,agent4,9,-2.2326585025211898e-13,-1.2789769243681803e-13,-3.02,0.0,0.94,0.6013465406338843,,,1.0805230646495527,1.66,1.5799999999999088
49,agent5,9,0.0,0.0,-0.2,0.0,0.0,0.60197092738118,,,-1.9383052947815136,0.0,0.0
50,agent1,10,-2.102429341732659e-12,-1.2647660696529783e-12,-0.24,0.0,1.01,0.3885679467407339,,,-1.1317832799691097,1.37,1.4399999999994666
51,agent2,10,-2.149169731069378e-12,-1.2576606422953773e-12,-0.65,0.0,1.01,0.387875759535177,,,-0.6915022479851571,1.7,1.499999999999251
52,agent3,10,0.0,0.0,-0.1,0.0,0.0,0.38789212304832094,,,-1.2800599689408803,0.0,0.0
53,agent4,10,-2.112754415861673e-12,-1.2025935802739696e-12,-3.57,0.0,1.01,0.3878508405803098,,,2.4329868786071476,1.47,1.5599999999988672
54,agent5,10,0.0,0.0,-0.41,0.0,0.0,0.3878944044716998,,,-0.9483681260508682,0.0,0.0
55,agent1,11,-0.01961804309703452,-3.907985046680551e-13,-0.28,0.0,0.98,7.616192748540236e-12,,,0.3251576888288341,1.53,1.4023870221957646
56,agent2,11,-0.4074720436273869,-1.618083445009688e-11,-0.56,0.0,0.98,3.020015966880153e-09,,,1.18814789320111,1.6,1.400938199374978
57,agent3,11,0.0,0.0,-0.1,0.0,0.0,2.7356074718215807e-09,,,0.10054546390525268,0.0,0.0
58,agent4,11,-0.5237561264626583,-8.238743021138362e-12,-0.64,0.0,0.98,9.742804263151048e-09,,,1.4740407117275025,1.67,1.4024421801899412
59,agent5,11,0.0,0.0,-0.42,0.0,0.0,2.7372406836203637e-09,,,0.4429454639249286,0.0,0.0
60,agent1,12,-0.24408335025725397,-5.861977570020827e-14,-0.81,0.010291249995464595,0.85,0.16581685311735692,,,0.9924049409407317,1.4646599999274335,1.46465999992908
61,agent2,12,-2.853439706740346e-12,-1.794120407794253e-13,-0.93,0.1895192740402744,0.85,0.16652627958991273,,,0.4911924504114477,1.4646599998538818,1.3699999999977173
62,agent3,12,0.0,0.0,-0.1,0.0,0.0,0.17600015038482192,,,-0.150817387911711,0.0,0.0
63,agent4,12,-0.04416488864578291,-2.042810365310288e-13,-1.59,0.2893558190853414,0.85,0.13754459163072896,,,1.1586770402744504,1.4646599997631682,1.4646599997569318
64,agent5,12,0.0,0.0,-0.14,0.0,0.0,0.17317049676698104,,,-0.10533750996412045,0.0,0.0
65,agent1,13,-2.7222257226178215e-09,-6.927791673660977e-14,-1.23,0.22999999999844012,0.64,0.8089331894208951,,,-0.17932194743614494,1.3999993999993219,1.449999998515162
66,agent2,13,-0.20300898506030607,-2.042810365310288e-13,-2.87,0.0723299999681281,0.64,0.7699789764837799,,,2.1537175491135856,1.4646599999362562,1.4646599999298457
67,agent3,13,0.0,0.0,-0.1,0.0,0.0,0.7735358939427248,,,-1.02596709514135,0.0,0.0
68,agent4,13,-6.520921302932692e-09,-7.815970093361102e-14,-1.88,0.2599999999982414,0.64,0.7849875492109809,,,0.5370066460659775,1.400000999997971,1.459999995924424
69,agent5,13,0.0,0.0,-0.11,0.0,0.0,0.7735374564335157,,,-1.0152693836650282,0.0,0.0
70,agent1,14,-1.6140891956339942e-09,-6.633271709688415e-11,-0.59,0.01999999167161113,0.37,0.7145049045708178,,,-0.4411913131226849,1.379999970850639,1.4099999995388386
71,agent2,14,-8.672229601103254e-12,-1.8189894035458565e-12,-2.01,0.22217365818609439,0.37,0.6908662118787211,,,0.8450758936820071,1.4646599995509333,1.3699999999981605
72,agent3,14,0.0,0.0,-0.3,0.0,0.0,0.6722816203271257,,,-0.6644712040391156,0.0,0.0
73,agent4,14,-7.864209283781065e-11,-5.1318949090273236e-12,-1.75,0.012876841840537051,0.37,0.6833503433918178,,,0.8542000138069916,1.464659994970204,1.369999999963216
74,agent5,14,0.0,0.0,-0.15,0.0,0.0,0.6738928046603102,,,-0.8265983547774371,0.0,0.0
75,agent1,15,-0.06773491382449981,-3.19211324040225e-12,-2.47,0.0,0.08,1.5232435192555385,,,0.5124510547780905,1.63,1.4646599860612055
76,agent2,15,-1.0214507017991536e-10,-5.206501896282134e-12,-0.19,0.1099994447791704,0.08,1.5768997763807582,,,-2.2469247003455757,1.4599984829121344,1.389999999973999
77,agent3,15,0.0,0.0,-1.84,0.0,0.0,1.5409408981089079,,,-0.28797117604643585,0.0,0.0
78,agent4,15,-0.3472643502464065,-2.141984367654004e-10,-2.7,0.0057210846506782105,0.08,1.528148041046339,,,1.1959326078562027,1.4646596557873015,1.4646599959073197
79,agent5,15,0.0,0.0,-0.45,0.0,0.0,1.5400815354532411,,,-1.7743786670388975,0.0,0.0
80,agent1,16,-0.08076238339642561,-1.7621459846850485e-12,-6.41,0.026932000111385673,0.0,1.5863496656972815,,,4.617734952519326,1.4646600005569284,1.4646599979612467
81,agent2,16,-0.13304721147905374,-1.4013679106028576e-11,-0.18,0.009999999745417711,0.0,1.5697061601206732,,,-1.9228304182136884,1.379999998981671,1.4646599996869338
82,agent3,16,0.0,0.0,-0.44,0.0,0.0,1.5988407790542056,,,-1.870921381217292,0.0,0.0
83,agent4,16,-0.1496822754370654,-7.950973213155521e-12,-0.7,0.33999967451361296,0.0,1.590372667413855,,,-1.8125768281928805,1.4600004468293613,1.4646599999774188
84,agent5,16,0.0,0.0,-0.23,0.0,0.0,1.6011970313847028,,,-2.0978641431063436,0.0,0.0
85,agent1,17,-3.561345551794659e-09,-6.631140081481135e-12,-0.29,0.08410725996735366,0.0,0.5155382184418428,,,-0.5517589680635457,1.4646599948875754,1.4299999986008898
86,agent2,17,-0.08393786565883421,-2.538413923502958e-12,-0.21,0.09091961957506077,0.0,0.4659164751620514,,,-0.4495283276835331,1.4646599989095799,1.4646599977362544
87,agent3,17,0.0,0.0,-0.38,0.0,0.0,0.4960983966866156,,,-0.3201253273608159,0.0,0.0
88,agent4,17,-0.08235562626450549,-2.637889906509372e-12,-1.5,0.07318222173026502,0.0,0.4645670090830993,,,0.9451940123804943,1.4646599988930964,1.4646599973546743
89,agent5,17,0.0,0.0,-0.14,0.0,0.0,0.49616402026476386,,,-0.5770214444415682,0.0,0.0
90,agent1,18,-1.7079049285939618e-10,-9.849365767422569e-11,-0.72,0.03999999988994158,0.0,3.0580386584223263,,,-10.216606045411375,1.4799999991745618,1.5899999999201144
91,agent2,18,-1.803868165950462e-11,-1.1727507853720454e-11,-3.0,0.10999999996408738,0.0,3.057666278903137,,,-7.8816921541126534,1.6900004998400253,1.679999999980959
92,agent3,18,0.0,0.0,-2.77,0.0,0.0,3.0581075394364405,,,-7.969887749341182,0.0,0.0
93,agent4,18,-5.361711075124731e-12,-2.2666313270747196e-12,-8.88,0.16999999998866056,0.0,3.0581618877463033,,,-1.6688569574921104,1.6300000999679827,1.5099999999974223
94,agent5,18,0.0,0.0,-0.24,0.0,0.0,3.0583107294523706,,,-10.677624662060719,0.0,0.0
95,agent1,19,-9.99572313808983e-10,-4.177227452828447e-10,-0.3,0.0,0.0,5.660151964897663,,,-19.916209063243365,1.62,1.4099999998508137
96,agent2,19,-2.5205726394972316e-10,-1.5618795146110642e-10,-9.89,0.019999999919073502,0.0,5.660275228872846,,,-9.68385435976981,1.509999999312125,1.3899999999319848
97,agent3,19,0.0,0.0,-3.06,0.0,0.0,5.6597281028897894,,,-16.96220859421142,0.0,0.0
98,agent4,19,-8.117516658856516e-10,-4.360369842970613e-10,-14.55,0.0,0.0,5.660262022209351,,,-4.669018043362932,1.4,1.6099999994588297
99,agent5,19,0.0,0.0,-0.52,0.0,0.0,5.659637477932722,,,-19.679773956831088,0.0,0.0
100,agent1,20,-3.803468651142339e-11,-2.3387514147543698e-11,-0.35,0.0,0.0,0.9338603802855361,,,-2.9645415455667967,1.66,1.4299999999954587
101,agent2,20,-1.9412249585570862e-11,-1.0967227126457146e-11,-0.82,0.0,0.0,0.9338480657303673,,,-2.4616875758174768,1.7,1.5599999999915977
102,agent3,20,0.0,0.0,-0.84,0.0,0.0,0.9344765122158387,,,-2.4417310977759543,0.0,0.0
103,agent4,20,-2.24334995024833e-11,-1.177191677470546e-11,-2.24,0.0,0.0,0.9339940582339901,,,-0.9426307087044732,1.67,1.7099999999847044
104,agent5,20,0.0,0.0,-0.42,0.0,0.0,0.9338491785271392,,,-2.889781950114913,0.0,0.0
105,agent1,21,-2.5891222499296873e-09,-1.829647544582258e-12,-0.52,0.0,0.0,1.0095487971783634,,,-0.922063254952348,1.59,1.4099999987054388
106,agent2,21,-0.2807549282145003,-3.2228442137238744e-11,-0.99,0.0,0.0,0.9548476235741515,,,0.10490179974761205,1.55,1.4646599889734773
107,agent3,21,0.0,0.0,-0.1,0.0,0.0,0.9861546290124154,,,-1.3374178825357332,0.0,0.0
108,agent4,21,-0.14829386211505052,-1.8829382497642655e-13,-1.16,0.0,0.0,0.9521573750096423,,,0.07224829025827972,1.69,1.464659999924156
109,agent5,21,0.0,0.0,-1.69,0.0,0.0,0.9863202378817421,,,0.3637127895545702,0.0,0.0
110,agent1,22,-3.6131098113401094e-12,-2.255973186038318e-12,-0.56,0.0,0.0,0.8733618928088603,,,-0.6798684569490552,1.42,1.3999999999996047
111,agent2,22,-0.005340010275990403,-1.723066134218243e-13,-0.95,0.17878409090770866,0.0,0.7627185069714193,,,-0.32653601725711523,1.4646599999975671,1.4646599897240096
112,agent3,22,0.0,0.0,-0.09,0.0,0.0,0.7753685637684882,,,-1.039314939163613,0.0,0.0
113,agent4,22,-3.9757086511826856e-12,-4.565237077258644e-13,-2.28,0.09693718455275238,0.0,0.8641513826708253,,,1.0473333001793859,1.4646599998434633,1.3799999999999248
114,agent5,22,0.0,0.0,-0.44,0.0,0.0,0.7741903849670146,,,-0.6637117875795129,0.0,0.0
115,agent1,23,-0.21157956159250008,-9.698908343125368e-13,-0.47,0.0,0.0,0.5796896836424487,,,-0.029305067119322348,1.41,1.4646599997890042
116,agent2,23,-0.18124960758512054,-4.6274095666376525e-12,-0.9,0.09999997399084616,0.0,0.6184650895106182,,,0.1975913599676069,1.4399999635871847,1.4646599997171328
117,agent3,23,0.0,0.0,-0.1,0.0,0.0,0.6478725371927283,,,-0.8419140926757944,0.0,0.0
118,agent4,23,-0.29252065695775864,-7.673861546209082e-13,-0.89,0.02589615380518844,0.0,0.615516655833551,,,0.47737880832711577,1.46465999978698,1.4646599998029581
119,agent5,23,0.0,0.0,-0.19,0.0,0.0,0.647881912383714,,,-0.7456278237745555,0.0,0.0
