,Agent#,Time Period,Battery Charge (kWh),Grid Export (kWh),Grid Household Load (kWh),Battery Discharge (kWh),Solar Output (kWh),Grid Import (kWh),SolarUsed,LoadUsed,Social Welfare (R),Cost Batt Discharge (R),Cost Batt Charge (R)
0,agent1,0,0.0,-7.105427357601002e-14,-0.21,2.048282546592353e-12,0.0,0.41804135307164464,,,-0.17960457870913132,1.2500000000007023,1.6
1,agent2,0,-0.05999999972688818,-3.5704772471945034e-12,-0.73,1.6135607128290297e-11,0.0,0.41803901087026146,,,0.4631976802301857,1.290000000002305,1.1900002022759308
2,agent3,0,0.0,0.0,-0.41,0.0,0.0,0.41804372800684747,,,0.03439318084099213,0.0,0.0
3,agent4,0,-0.02999999963073439,-8.924416761146858e-12,-0.54,9.842895422460813e-10,0.0,0.4180452873298735,,,0.21234162192073935,1.0800000009544657,1.1300000040619216
4,agent5,0,0.0,0.0,-0.11,0.0,0.0,0.418043728027755,,,-0.2866068191710685,0.0,0.0
5,agent1,1,0.0,-2.149391775674303e-13,-0.33,1.3065929236874458e-10,0.0,0.481953103135016,,,-0.1130614682036345,1.1300000001117227,1.46
6,agent2,1,0.0,-3.610978183132829e-11,-0.87,7.385191886102224e-10,0.0,0.48196265629899143,,,0.46473841509426495,1.3400000002675803,1.54
7,agent3,1,0.0,0.0,-0.76,0.0,0.0,0.48196390926818217,,,0.3470387189380383,0.0,0.0
8,agent4,1,0.0,-3.4710012641880894e-11,-0.33,3.519117345754026e-09,0.0,0.4819532487727992,,,-0.11306157055731608,1.230000001581069,1.47
9,agent5,1,0.0,0.0,-0.12,0.0,0.0,0.4819506278061682,,,-0.3377612808631673,0.0,0.0
10,agent1,2,0.0,-9.876544027065393e-13,-0.35,4.74591109689504e-12,0.0,0.5157843405208185,,,-0.12503684368053775,1.27000000000085,1.45
11,agent2,2,0.0,-1.049826892085548e-12,-1.21,3.4060381478799814e-12,0.0,0.5201936954263432,,,0.7923010470287282,1.340000000000691,1.63
12,agent3,2,0.0,0.0,-0.66,0.0,0.0,0.5158153578424413,,,0.2066087236163413,0.0,0.0
13,agent4,2,0.0,-8.597567102697212e-13,-0.26,6.4505182480326556e-12,0.0,0.5199094412735814,,,-0.2240449353063817,1.2300000000014442,1.5
14,agent5,2,0.0,0.0,-0.11,0.0,0.0,0.5180216159354699,,,-0.3832996807305199,0.0,0.0
15,agent1,3,0.0,-3.410605131648481e-13,-0.24,3.137809356467893e-11,0.0,0.5220338197025738,,,-0.24808011889553336,1.140000000012733,1.61
16,agent2,3,0.0,-4.991562718714704e-13,-0.89,5.963171127399721e-12,0.0,0.5220961755767264,,,0.44735954254755494,1.2600000000035778,1.64
17,agent3,3,0.0,0.0,-1.06,0.0,0.0,0.524345318539311,,,0.6278342636163108,0.0,0.0
18,agent4,3,0.0,-1.3287149158713873e-12,-0.31,3.6466203502148553e-10,0.0,0.5203101616789231,,,-0.1720209055716979,1.1100000003415098,1.56
19,agent5,3,0.0,0.0,-0.11,0.0,0.0,0.521334433940659,,,-0.3867451111564017,0.0,0.0
20,agent1,4,0.0,-1.9895196601282805e-13,-0.37,2.4074857932083664e-12,0.0,0.622317225094354,,,-0.20649981743577245,1.2700000000011846,1.41
21,agent2,4,0.0,-2.042810365310288e-13,-0.73,2.925302842755833e-11,0.0,0.6239218608936877,,,0.1776318407628047,1.1700000000209574,1.72
22,agent3,4,0.0,0.0,-0.9,0.0,0.0,0.6238741535300867,,,0.3595773386783785,0.0,0.0
23,agent4,4,0.0,-1.3500311979441904e-12,-1.01,7.517590973744626e-10,0.0,0.6260172098851264,,,0.47590652978497683,1.0800000006264634,1.73
24,agent5,4,0.0,0.0,-0.11,0.0,0.0,0.6239210893357439,,,-0.4857680524480945,0.0,0.0
25,agent1,5,0.0,-3.232969447708456e-13,-0.47,1.8667690828424016e-12,0.1,0.3501152757194033,,,0.16433753076056073,1.36000000000092,1.45
26,agent2,5,0.0,-1.687538997430238e-13,-0.11,1.892550914225766e-11,0.1,0.3501059297632723,,,-0.22085341790676974,1.1500000000063084,1.42
27,agent3,5,0.0,0.0,-0.78,0.0,0.0,0.34953936903836696,,,0.49635322777054736,0.0,0.0
28,agent4,5,0.0,-2.4868995751603507e-13,-0.58,5.3704577237697e-12,0.1,0.35139900423734055,,,0.2811829911062905,1.260000000003021,1.44
29,agent5,5,0.0,0.0,-0.11,0.0,0.0,0.3485843104293427,,,-0.21984089156725306,0.0,0.0
30,agent1,6,0.0,-2.9748647989435995e-11,-1.34,5.564148279530154e-10,0.57,1.5019251295794365,,,-0.018820220235787777,1.3100000001348862,1.59
31,agent2,6,0.0,-6.075850933484617e-11,-3.79,4.004045872248739e-09,0.57,1.5018682668530454,,,2.602734305047096,1.2100000018807002,1.54
32,agent3,6,0.0,0.0,-1.83,0.0,0.0,1.499512015216612,,,0.5070638474134332,0.0,0.0
33,agent4,6,0.0,-3.036504381270788e-11,-0.39,9.164456340786e-10,0.57,1.5049062515820932,,,-1.037212060843714,1.3000000003099785,1.58
34,agent5,6,0.0,0.0,-1.87,0.0,0.0,1.501911998576695,,,0.548292246564468,0.0,0.0
35,agent1,7,0.0,-2.4920510099946114e-11,-0.85,0.639999736759176,0.71,0.6189974752138749,,,-0.9427564532318082,1.5299998848321394,1.4
36,agent2,7,0.0,-9.64561763794336e-13,-0.52,0.47913432930143834,0.71,0.5896641716730563,,,-1.0266543769450516,1.554119999742544,1.57
37,agent3,7,0.0,0.0,-1.85,0.0,0.0,0.6160984134206174,,,1.0223976262014416,0.0,0.0
38,agent4,7,0.0,-1.971756091734278e-12,-2.95,0.567485719998832,0.71,0.5929611712994796,,,1.4789768474121114,1.554119999328286,1.41
39,agent5,7,0.0,0.0,-0.68,0.0,0.0,0.6159921635073909,,,-0.22941495459422534,0.0,0.0
40,agent1,8,-1.2618717182277805e-10,-1.4948042803553108e-11,-1.48,0.06999941817140815,0.82,0.28203434626981516,,,1.0465196917652828,1.5399976726856326,1.3699999999579382
41,agent2,8,-0.09601025943067615,-7.391420808744442e-12,-0.11,0.20999999993704022,0.82,0.2824393748259727,,,-0.43073252572798837,1.3699999999370402,1.554119988757846
42,agent3,8,0.0,0.0,-0.12,0.0,0.0,0.28772492931025434,,,-0.3187275427950187,0.0,0.0
43,agent4,8,-1.5838540479151675e-09,-9.370282327836321e-12,-0.82,0.13999999920657305,0.82,0.3060188651983692,,,0.206976738201603,1.479999398979883,1.499999999002758
44,agent5,8,0.0,0.0,-1.7,0.0,0.0,0.28772253693813854,,,1.3718761186490478,0.0,0.0
45,agent1,9,-2.340279081636254e-10,-5.506706202140776e-13,-0.64,0.0,0.83,1.1227993778334584,,,-1.06001005780506,1.58,1.4599999998955884
46,agent2,9,-0.13520509575275808,-2.915534480507631e-11,-0.3,0.08823593169610601,0.83,1.0346271346859275,,,-1.1967025906141857,1.5541190497314332,1.5541199997013095
47,agent3,9,0.0,0.0,-0.1,0.0,0.0,1.1175905968183433,,,-1.6298310557295814,0.0,0.0
48,agent4,9,-4.0860445027490755e-09,-3.4490810207898903e-10,-6.41,0.0,0.83,1.115753391068452,,,5.1250739905380485,1.38,1.3799999987741864
49,agent5,9,0.0,0.0,-0.5,0.0,0.0,1.1164624620847052,,,-1.2006605917249336,0.0,0.0
50,agent1,10,-8.132494677681734e-12,-1.5898393712632242e-12,-0.4,0.0,0.78,0.45366526830833337,,,-0.27716684977983097,1.66,1.4199999999966306
51,agent2,10,-7.78490605313209e-11,-7.856826300667308e-12,-0.23,0.1499999890117084,0.78,0.45741804438398903,,,-0.6688212160140024,1.4899994809536645,1.3899999999884665
52,agent3,10,0.0,0.0,-0.14,0.0,0.0,0.4565484686906238,,,-0.5593813889709612,0.0,0.0
53,agent4,10,-0.18048000063637798,-9.752199048307375e-13,-2.27,0.0,0.78,0.39611618823847033,,,2.1017218388917,1.46,1.5541199996619242
54,agent5,10,0.0,0.0,-1.49,0.0,0.0,0.45653908493372797,,,0.885133194600245,0.0,0.0
55,agent1,11,-0.6120674590643733,-1.0469136668689316e-10,-0.23,0.0,1.09,0.6470586808712496,,,0.29803166256805724,1.67,1.229400247223193
56,agent2,11,-0.6299999994869327,-5.4372506497202266e-11,-0.42,0.0018074295250327195,1.09,0.6758110305837994,,,0.5017147286398923,1.2294086238767994,1.3599982000732966
57,agent3,11,0.0,0.0,-0.11,0.0,0.0,0.67866556764794,,,-0.7154835319565642,0.0,0.0
